iter	Passed	Remaining
370	2911	2048
371	2919	2040
372	2926	2032
373	2934	2024
374	2942	2016
375	2950	2008
376	2958	2000
377	2965	1992
378	2973	1984
379	2981	1977
380	2989	1969
381	2997	1961
382	3005	1953
383	3013	1946
384	3021	1938
385	3029	1930
386	3038	1923
387	3046	1915
388	3054	1907
389	3061	1899
390	3069	1891
391	3077	1884
392	3085	1876
393	3093	1868
394	3100	1860
395	3109	1852
396	3116	1844
397	3124	1836
398	3132	1829
399	3140	1821
400	3148	1813
401	3156	1806
402	3164	1798
403	3172	1790
404	3180	1782
405	3188	1774
406	3196	1766
407	3203	1758
408	3211	1751
409	3219	1743
410	3227	1735
411	3235	1727
412	3243	1719
413	3251	1712
414	3259	1704
415	3266	1696
416	3275	1688
417	3282	1680
418	3290	1672
419	3298	1664
420	3306	1657
421	3314	1649
422	3322	1641
423	3330	1633
424	3337	1625
425	3345	1617
426	3353	1610
427	3361	1602
428	3370	1594
429	3377	1586
430	3385	1578
431	3393	1571
432	3402	1563
433	3410	1555
434	3418	1547
435	3426	1540
436	3434	1532
437	3442	1524
438	3450	1516
439	3458	1509
440	3466	1501
441	3474	1493
442	3483	1486
443	3491	1478
444	3499	1470
445	3507	1462
446	3514	1454
447	3523	1447
448	3531	1439
449	3539	1431
450	3547	1423
451	3555	1416
452	3563	1408
453	3571	1400
454	3579	1392
455	3587	1384
456	3595	1376
457	3603	1368
458	3611	1361
459	3618	1353
460	3626	1345
461	3634	1337
462	3642	1329
463	3650	1321
464	3658	1313
465	3665	1305
466	3674	1298
467	3682	1290
468	3690	1282
469	3698	1274
470	3706	1266
471	3713	1258
472	3721	1251
473	3729	1243
474	3737	1235
475	3745	1227
476	3753	1219
477	3761	1211
478	3769	1203
479	3777	1196
480	3784	1188
481	3792	1180
482	3801	1172
483	3809	1164
484	3816	1156
485	3824	1149
486	3832	1141
487	3840	1133
488	3848	1125
489	3856	1117
490	3864	1109
491	3872	1101
492	3880	1094
493	3888	1086
494	3896	1078
495	3904	1070
496	3912	1062
497	3920	1055
498	3929	1047
499	3937	1039
500	3945	1031
501	3953	1023
502	3962	1016
503	3970	1008
504	3978	1000
505	3986	992
506	3994	984
507	4003	977
508	4010	969
509	4018	961
510	4026	953
511	4034	945
512	4042	937
513	4049	929
514	4058	922
515	4066	914
516	4074	906
517	4082	898
518	4090	890
519	4098	882
520	4106	874
521	4114	866
522	4121	859
523	4130	851
524	4138	843
525	4146	835
526	4154	827
527	4162	819
528	4170	812
529	4179	804
530	4187	796
531	4195	788
532	4203	780
533	4210	772
534	4218	764
535	4227	757
536	4234	749
537	4242	741
538	4250	733
539	4258	725
540	4266	717
541	4274	709
542	4282	701
543	4289	693
544	4297	686
545	4305	678
546	4313	670
547	4321	662
548	4329	654
549	4337	646
550	4345	638
551	4352	630
552	4360	622
553	4368	615
554	4376	607
555	4384	599
556	4392	591
557	4400	583
558	4408	575
559	4416	567
560	4424	559
561	4432	552
562	4440	544
563	4448	536
564	4456	528
565	4464	520
566	4473	512
567	4481	504
568	4489	497
569	4497	489
570	4505	481
571	4512	473
572	4520	465
573	4529	457
574	4536	449
575	4544	441
576	4552	433
577	4560	426
578	4569	418
579	4576	410
580	4584	402
581	4592	394
582	4600	386
583	4608	378
584	4616	370
585	4624	362
586	4632	355
587	4640	347
588	4647	339
589	4656	331
590	4663	323
591	4672	315
592	4679	307
593	4687	299
594	4695	291
595	4702	284
596	4710	276
597	4718	268
598	4727	260
599	4734	252
600	4741	244
601	4749	236
602	4757	228
603	4765	220
604	4772	212
605	4779	205
606	4787	197
607	4795	189
608	4802	181
609	4811	173
610	4818	165
611	4826	157
612	4834	149
613	4841	141
614	4849	134
615	4856	126
616	4864	118
617	4872	110
618	4879	102
619	4887	94
620	4895	86
621	4903	78
622	4911	70
623	4918	63
624	4926	55
625	4934	47
626	4941	39
627	4948	31
628	4956	23
629	4964	15
630	4971	7
631	4979	0
