iter	Passed	Remaining
248	6110	11411
249	6134	11384
250	6157	11358
251	6181	11332
252	6204	11306
253	6228	11279
254	6252	11253
255	6275	11227
256	6299	11201
257	6323	11175
258	6346	11149
259	6371	11124
260	6395	11099
261	6419	11074
262	6443	11049
263	6468	11025
264	6493	11001
265	6517	10977
266	6542	10953
267	6567	10929
268	6592	10905
269	6616	10880
270	6641	10857
271	6666	10833
272	6691	10808
273	6715	10784
274	6739	10758
275	6763	10732
276	6786	10707
277	6810	10681
278	6834	10655
279	6857	10629
280	6881	10603
281	6905	10578
282	6929	10553
283	6953	10528
284	6977	10503
285	7001	10478
286	7026	10453
287	7050	10428
288	7074	10403
289	7098	10378
290	7122	10353
291	7146	10328
292	7171	10303
293	7195	10278
294	7219	10254
295	7243	10229
296	7267	10204
297	7292	10179
298	7316	10154
299	7340	10129
300	7364	10104
301	7388	10079
302	7412	10054
303	7436	10029
304	7460	10004
305	7485	9980
306	7509	9955
307	7533	9930
308	7557	9905
309	7581	9880
310	7605	9855
311	7629	9830
312	7654	9805
313	7678	9781
314	7702	9756
315	7726	9731
316	7751	9707
317	7776	9683
318	7801	9659
319	7825	9635
320	7850	9611
321	7875	9587
322	7900	9563
323	7924	9539
324	7949	9514
325	7974	9490
326	7998	9466
327	8023	9442
328	8048	9418
329	8073	9394
330	8098	9370
331	8122	9346
332	8147	9321
333	8172	9297
334	8197	9273
335	8221	9249
336	8246	9225
337	8271	9201
338	8296	9177
339	8320	9152
340	8345	9128
341	8370	9104
342	8395	9080
343	8419	9056
344	8444	9032
345	8469	9008
346	8494	8983
347	8518	8959
348	8543	8935
349	8568	8911
350	8593	8886
351	8617	8862
352	8642	8838
353	8667	8814
354	8692	8790
355	8716	8765
356	8741	8741
357	8766	8717
358	8791	8693
359	8815	8669
360	8840	8644
361	8865	8620
362	8890	8596
363	8915	8572
364	8939	8547
365	8964	8523
366	8989	8499
367	9014	8475
368	9039	8451
369	9063	8426
370	9088	8402
371	9113	8378
372	9138	8354
373	9163	8330
374	9188	8305
375	9212	8281
376	9237	8257
377	9262	8233
378	9287	8208
379	9311	8184
380	9336	8160
381	9361	8136
382	9386	8111
383	9410	8087
384	9435	8063
385	9460	8038
386	9485	8014
387	9509	7990
388	9534	7965
389	9559	7941
390	9583	7917
391	9608	7892
392	9633	7868
393	9658	7844
394	9682	7819
395	9707	7795
396	9732	7771
397	9757	7746
398	9781	7722
399	9806	7698
400	9831	7673
401	9856	7649
402	9880	7625
403	9905	7600
404	9930	7576
405	9955	7552
406	9980	7527
407	10004	7503
408	10029	7479
409	10054	7454
410	10079	7430
411	10103	7406
412	10128	7381
413	10153	7357
414	10178	7333
415	10203	7308
416	10227	7284
417	10252	7260
418	10277	7235
419	10302	7211
420	10326	7187
421	10351	7162
422	10376	7138
423	10401	7114
424	10426	7089
425	10451	7065
426	10475	7041
427	10500	7016
428	10525	6992
429	10550	6968
430	10575	6943
431	10600	6919
432	10624	6895
433	10649	6870
434	10674	6846
435	10699	6822
436	10724	6797
437	10748	6773
438	10773	6748
439	10798	6724
440	10822	6699
441	10846	6674
442	10869	6649
443	10893	6624
444	10917	6599
445	10940	6574
446	10964	6549
447	10987	6524
448	11011	6498
449	11035	6473
450	11058	6448
451	11082	6423
452	11106	6398
453	11129	6373
454	11153	6348
455	11176	6323
456	11200	6298
457	11224	6273
458	11247	6248
459	11271	6223
460	11295	6198
461	11318	6173
462	11342	6148
463	11366	6124
464	11390	6099
465	11414	6074
466	11438	6050
467	11462	6025
468	11487	6000
469	11511	5976
470	11535	5951
471	11560	5927
472	11585	5902
473	11610	5878
474	11634	5854
475	11659	5829
476	11684	5805
477	11709	5781
478	11734	5756
479	11758	5732
480	11783	5707
481	11808	5683
482	11833	5659
483	11857	5634
484	11882	5610
485	11907	5586
486	11932	5561
487	11957	5537
488	11981	5513
489	12006	5488
490	12031	5464
491	12056	5440
492	12081	5415
493	12106	5391
494	12130	5366
495	12155	5342
496	12180	5318
497	12205	5293
498	12230	5269
499	12254	5245
500	12279	5220
501	12304	5196
502	12329	5171
503	12354	5147
504	12378	5123
505	12403	5098
506	12428	5074
507	12453	5049
508	12477	5025
509	12502	5001
510	12527	4976
511	12552	4952
512	12577	4927
513	12602	4903
514	12626	4879
515	12651	4854
516	12676	4830
517	12701	4805
518	12725	4781
519	12750	4756
520	12775	4732
521	12799	4707
522	12824	4683
523	12849	4659
524	12874	4634
525	12898	4610
526	12923	4585
527	12948	4561
528	12973	4536
529	12997	4512
530	13022	4488
531	13047	4463
532	13072	4439
533	13097	4414
534	13121	4390
535	13146	4365
536	13171	4341
537	13196	4316
538	13221	4292
539	13245	4268
540	13270	4243
541	13295	4219
542	13320	4194
543	13345	4170
544	13369	4145
545	13394	4121
546	13419	4097
547	13444	4072
548	13469	4048
549	13494	4023
550	13518	3999
551	13543	3974
552	13568	3950
553	13593	3925
554	13617	3901
555	13642	3876
556	13667	3852
557	13692	3828
558	13717	3803
559	13741	3778
560	13766	3754
561	13791	3730
562	13816	3705
563	13841	3681
564	13865	3656
565	13890	3632
566	13915	3607
567	13939	3583
568	13964	3558
569	13989	3534
570	14014	3509
571	14039	3485
572	14064	3460
573	14088	3436
574	14113	3411
575	14138	3387
576	14162	3362
577	14187	3338
578	14212	3313
579	14237	3289
580	14262	3264
581	14286	3240
582	14311	3215
583	14336	3191
584	14361	3166
585	14386	3142
586	14410	3117
587	14435	3093
588	14460	3068
589	14485	3044
590	14509	3019
591	14534	2995
592	14559	2970
593	14584	2946
594	14608	2921
595	14633	2897
596	14658	2872
597	14683	2848
598	14708	2823
599	14732	2799
600	14757	2774
601	14782	2750
602	14807	2725
603	14832	2701
604	14857	2676
605	14881	2652
606	14906	2627
607	14931	2603
608	14956	2578
609	14981	2554
610	15005	2529
611	15030	2505
612	15055	2480
613	15080	2456
614	15104	2431
615	15129	2406
616	15154	2382
617	15179	2357
618	15204	2333
619	15228	2308
620	15253	2284
621	15278	2259
622	15303	2235
623	15327	2210
624	15352	2186
625	15377	2161
626	15402	2137
627	15427	2112
628	15451	2088
629	15476	2063
630	15501	2039
631	15526	2014
632	15551	1989
633	15575	1965
634	15600	1940
635	15625	1916
636	15650	1891
637	15675	1867
638	15699	1842
639	15724	1818
640	15749	1793
641	15773	1769
642	15798	1744
643	15823	1719
644	15848	1695
645	15873	1670
646	15897	1646
647	15922	1621
648	15947	1597
649	15972	1572
650	15997	1548
651	16021	1523
652	16046	1499
653	16071	1474
654	16096	1449
655	16120	1425
656	16145	1400
657	16170	1376
658	16195	1351
659	16219	1327
660	16244	1302
661	16269	1277
662	16294	1253
663	16319	1228
664	16343	1204
665	16368	1179
666	16393	1155
667	16418	1130
668	16442	1106
669	16467	1081
670	16492	1056
671	16517	1032
672	16541	1007
673	16566	983
674	16591	958
675	16616	934
676	16640	909
677	16665	884
678	16690	860
679	16715	835
680	16740	811
681	16764	786
682	16789	762
683	16814	737
684	16839	712
685	16864	688
686	16888	663
687	16913	639
688	16938	614
689	16963	590
690	16988	565
691	17012	540
692	17037	516
693	17062	491
694	17087	467
695	17112	442
696	17136	417
697	17161	393
698	17186	368
699	17211	344
700	17235	319
701	17260	295
702	17285	270
703	17310	245
704	17335	221
705	17359	196
706	17384	172
707	17409	147
708	17434	122
709	17458	98
710	17483	73
711	17508	49
712	17533	24
713	17557	0
