iter	MultiClass
184	0.3600471464
185	0.3574838581
186	0.3556847269
187	0.3548323945
188	0.3540626004
189	0.3522610672
190	0.3496017377
191	0.3488910447
192	0.3482638957
193	0.3465325028
194	0.3450863475
195	0.3443745992
196	0.3425819816
197	0.3408468451
198	0.3392491479
199	0.3381230401
200	0.3371832571
201	0.3365646717
202	0.3355295559
203	0.3336370355
204	0.332107861
205	0.3306038118
206	0.3283010255
207	0.3276627513
208	0.3262890758
209	0.3255921208
210	0.3245913546
211	0.3237232059
212	0.321897284
213	0.3208353944
214	0.3198999262
215	0.3181457076
216	0.3170344341
217	0.3159975502
218	0.3147926214
219	0.3142225448
220	0.3126716337
221	0.3116548476
222	0.3104956531
223	0.3097580325
224	0.3088806212
225	0.3081941845
226	0.3071591726
227	0.3052303141
228	0.3046610745
229	0.3042432353
230	0.3027766478
231	0.3019809231
232	0.3006723944
233	0.2985551186
234	0.296680126
235	0.2954099453
236	0.2948044653
237	0.2945073066
238	0.2929880176
239	0.2917846646
240	0.2906767483
241	0.289337272
242	0.2887183145
243	0.287599048
244	0.2865869752
245	0.2860162884
246	0.2852817023
247	0.2836901245
248	0.2827286711
249	0.2819955243
250	0.2805337866
251	0.2794451796
252	0.2785691718
253	0.2779265867
254	0.2768858495
255	0.2754330313
256	0.274363765
257	0.2738420077
258	0.2722943763
259	0.2714805471
260	0.2700226515
261	0.2691554569
262	0.2680191281
263	0.2667597186
264	0.2660716371
265	0.2650065539
266	0.2645835443
267	0.2641800325
268	0.2629277066
269	0.2623763878
270	0.2608552044
271	0.260036833
272	0.2596071093
273	0.2582559637
274	0.2578144377
275	0.2571168843
276	0.2556644589
277	0.2545348885
278	0.2537370465
279	0.25270131
280	0.2522407496
281	0.2511266775
282	0.2499326112
283	0.2490491823
284	0.2484500383
285	0.2469923167
286	0.2462026147
287	0.2445501141
288	0.2436225773
289	0.2430058266
290	0.2425161948
291	0.2419666485
292	0.2412764408
293	0.2405128757
294	0.2393969238
295	0.2380001921
296	0.2372284858
297	0.2364201359
298	0.235204784
299	0.2346819538
300	0.2337259213
301	0.233200514
302	0.23266295
303	0.2319502931
304	0.2315245249
305	0.2310599188
306	0.2301488926
307	0.2294025308
308	0.2284458813
309	0.2275766922
310	0.226678824
311	0.2263559374
312	0.225138953
313	0.2240420242
314	0.222833002
315	0.2223901437
316	0.2210821613
317	0.2201404522
318	0.2193847378
319	0.2182636274
320	0.217232742
321	0.2164639017
322	0.2155203683
323	0.2143202607
324	0.2138661297
325	0.2134698294
326	0.2126512034
327	0.211708875
328	0.2113708423
329	0.2109967383
330	0.2101675974
331	0.2093986251
332	0.2089647602
333	0.208283531
334	0.2078493506
335	0.2073744376
336	0.2067352284
337	0.2064980151
338	0.2057058055
339	0.205363757
340	0.2047755601
341	0.2045444281
342	0.2036959071
343	0.2032224504
344	0.2025241552
345	0.2016128587
346	0.2014066522
347	0.2008670129
348	0.2004671073
349	0.1997505953
350	0.1993915745
351	0.1988926996
352	0.1980639962
353	0.1974965627
354	0.1969102529
355	0.1966488691
356	0.1959760036
357	0.1954665887
358	0.1948855439
359	0.1945457845
360	0.1934896765
361	0.1930437672
362	0.1927206544
363	0.1919895592
364	0.191705504
365	0.1907357997
366	0.1897990846
367	0.1890819643
368	0.1885165489
369	0.1882121173
370	0.1876486516
371	0.1870409341
372	0.1861115099
373	0.1854072554
374	0.1845270071
375	0.1841927681
376	0.1834732812
377	0.1827996816
378	0.1820307224
379	0.1813976561
380	0.1809735262
381	0.1801467502
382	0.1797287105
383	0.1794729038
384	0.1790315209
385	0.1785639531
386	0.1782212237
387	0.1776140928
388	0.1772154618
389	0.1767098516
390	0.1760257948
391	0.175195432
392	0.1744180426
393	0.1741343002
394	0.1738782877
395	0.1736230984
396	0.17325521
397	0.1724424117
398	0.1717055685
399	0.1712246219
400	0.1702499329
401	0.1698134026
402	0.1694370839
403	0.1689860541
404	0.1685721468
405	0.1679669204
406	0.1676912517
407	0.1671783238
408	0.1669015614
409	0.1664504524
410	0.1656509287
411	0.1652039937
412	0.16446545
413	0.1640494933
414	0.1638109296
415	0.163349762
416	0.1631586105
417	0.1624555839
418	0.1619714505
419	0.1616995749
420	0.1611339776
421	0.160736629
422	0.1599322665
423	0.1592450602
424	0.1586523408
425	0.1581830495
426	0.1577934158
427	0.1572110287
428	0.1565526107
429	0.1563532239
430	0.1559441365
431	0.1554404036
432	0.1552282463
433	0.1546348761
434	0.153912232
435	0.1534244035
436	0.1531681657
437	0.1526247431
438	0.152296528
439	0.1521036077
440	0.1516819743
441	0.1514382214
442	0.1511610325
443	0.1509562735
444	0.1505461563
445	0.1501565628
446	0.1497743848
447	0.1494932476
448	0.1491060316
449	0.1488213649
450	0.148374383
451	0.1478249379
452	0.1473018312
453	0.1469248567
454	0.1465849646
455	0.1463611784
456	0.1458657661
457	0.1452978728
458	0.1448879787
459	0.1447271169
460	0.1442924729
461	0.1436867268
462	0.1434345283
463	0.1427553079
464	0.1424857648
465	0.1423098351
466	0.1420568658
467	0.1418856862
468	0.1413441069
469	0.1408878737
470	0.1405312554
471	0.1399228421
472	0.1397167313
473	0.1390808432
474	0.1384119218
475	0.1376786815
476	0.1374502982
477	0.1368824914
478	0.1362878693
479	0.1357430041
480	0.1355570844
481	0.1350754063
482	0.1348724548
483	0.1343841152
484	0.134139317
485	0.1339709349
486	0.1333497714
487	0.1328413705
488	0.1323335279
489	0.132138154
490	0.1317142181
491	0.1314113628
492	0.1309577694
493	0.1304427478
494	0.1302481538
495	0.1297153838
496	0.1294863237
497	0.1292959972
498	0.1290681448
499	0.1287083659
500	0.1282149607
501	0.1279723948
502	0.127755307
503	0.1274257488
504	0.1269271668
505	0.1264689003
506	0.1261246632
507	0.1259544081
508	0.1256420948
509	0.1254361794
510	0.1249908809
511	0.1245388827
512	0.1241355732
513	0.1239662346
514	0.1235555034
515	0.1231267986
516	0.1228662459
517	0.1226185738
518	0.1224560685
519	0.1220919837
520	0.1218801737
521	0.1217051622
522	0.1213188597
523	0.1210346601
524	0.1208126813
525	0.1205918146
526	0.1200966181
527	0.1197160133
528	0.1195319868
529	0.1192769231
530	0.1188575746
531	0.1185435088
532	0.1180236631
533	0.1177987345
534	0.117584314
535	0.1172281252
536	0.1170287183
537	0.1166603865
538	0.1164525302
539	0.1160810356
540	0.1157895139
541	0.1154543712
542	0.1152686159
543	0.1149829501
544	0.1146357184
545	0.1142932236
546	0.1139329219
547	0.1135560153
548	0.1132423285
549	0.1130487977
550	0.112785287
551	0.1122812225
552	0.1119665583
553	0.1116968988
554	0.1114202207
555	0.1112045433
556	0.1108586483
557	0.1105355238
558	0.1103487382
559	0.1102035198
560	0.1100491393
561	0.1096846389
562	0.1095043159
563	0.1093495125
564	0.1091147051
565	0.1089503855
566	0.1087729757
567	0.1085951817
568	0.108467256
569	0.1081654886
570	0.1077691726
571	0.1073606151
572	0.1070091765
573	0.1068183657
574	0.1066000545
575	0.1064343486
576	0.1061172908
577	0.1058472667
578	0.1056088576
579	0.105239492
580	0.1048324109
581	0.1047607041
582	0.1043373771
583	0.1041398116
584	0.1039100895
585	0.1037843786
586	0.1034448802
587	0.103195382
588	0.1029236665
589	0.1027581889
590	0.1026086152
591	0.1024575538
592	0.1022036994
593	0.1018958836
594	0.1016584932
595	0.1014566674
596	0.1011929236
597	0.1008045539
598	0.100568168
599	0.1004430776
600	0.1002831136
601	0.09992643573
602	0.09963072651
603	0.09931379949
604	0.0989951983
605	0.09863763351
606	0.09838459518
607	0.09829239547
608	0.09788496263
609	0.09770336233
610	0.09757812599
611	0.09733790638
612	0.09715636429
613	0.09687138862
614	0.09672897476
615	0.09655878163
616	0.09626648677
617	0.09599478003
618	0.09573624543
619	0.0955822852
620	0.09543710897
621	0.0953208561
622	0.09508950665
623	0.09478003751
624	0.09452590622
625	0.0942635869
626	0.09398466365
627	0.09386091462
628	0.09370059805
629	0.09346144897
630	0.09325092382
631	0.09309994243
632	0.092803075
633	0.09260390715
634	0.09249054602
635	0.09230210785
636	0.09197226615
637	0.091726604
638	0.09163720456
639	0.09152299189
640	0.09131142787
641	0.09121104202
642	0.0908766774
643	0.09068345899
644	0.09040276119
645	0.09004343747
646	0.08962454035
647	0.08941877395
648	0.08918611488
649	0.08903781464
650	0.08893048512
651	0.08871637847
652	0.08852515569
653	0.08821981229
654	0.08804863179
655	0.0877624695
656	0.08753835272
657	0.08740330417
658	0.08732449801
659	0.08722244099
660	0.08698658416
661	0.08683079295
662	0.08673587831
663	0.08646064855
664	0.0863216439
665	0.08597745819
666	0.08586309366
667	0.08577372063
668	0.08563733795
669	0.08535197516
670	0.08515405401
671	0.08477924488
672	0.08451587172
673	0.0842538206
674	0.08417063082
675	0.08407124595
676	0.08394137597
677	0.08374499714
678	0.08352688628
679	0.08341483974
680	0.08316166432
681	0.082927153
682	0.08268758098
683	0.08250988456
684	0.08236261305
685	0.08226005643
686	0.08208050083
687	0.08194395351
688	0.08177745334
689	0.08139852609
690	0.08102478121
691	0.08086570359
692	0.0805685897
693	0.08040156169
694	0.08029190744
695	0.0801194197
696	0.08001937916
697	0.07977474275
698	0.07961151274
699	0.07955264828
700	0.07942517766
701	0.0793306204
702	0.07908326416
703	0.07880766307
704	0.07873098676
705	0.07856194508
706	0.07843538178
707	0.07835441039
708	0.0781370203
709	0.07804107848
710	0.07779235419
711	0.07748716003
712	0.0773154334
713	0.07707573302
