SubHaloID,Snapshot,Phase,StellarMass,AbsMag_g,AbsMag_r,AbsMag_i,AbsMag_z,color_gr,color_gi,SFR,BulgeMass,EffectiveRadius,VelocityDispersion,Metallicity,ID,phase_5
753513,91,0,-0.1549505815234168,0.7574640716982805,0.6681350935374298,0.6294455069403525,0.6068009939762317,0.858220999315138,0.8435039167145012,-0.35230809520200645,-0.040473885170061744,-0.4561312748619703,-0.48076032741074737,-0.18765710595485902,91_753513,0.0
753549,91,0,-0.15342987537156266,0.40719567146343777,0.3731128021639561,0.36007086778191044,0.3498255197068731,0.31304295243521274,0.2888273929984532,-0.346994536137162,-0.042817648858940044,-0.363949846870686,-0.5577464959140018,-0.058881610776616196,91_753549,0.0
753841,91,0,-0.1566555810086099,0.2964703300668854,0.33871829887941557,0.35353925398134173,0.3605821322757033,-0.48569266082388346,-0.48309399406431214,-0.28986338858109584,-0.04248509761339594,-0.47416959277485893,-0.503122486181115,-0.1495396324565748,91_753841,0.0
753898,91,0,-0.15702016129409335,0.11638160235555159,0.1855664546540125,0.20826527703369888,0.2211764333836608,-0.7503763097924402,-0.7168593793385363,-0.25532255554320266,-0.040915500274426836,-0.5339945176514174,-0.5846059332815212,-0.2556620401016895,91_753898,0.0
754096,91,0,-0.13866866634830133,0.2548300307382679,0.14044086634469488,0.09271014287864278,0.06380719150167129,1.186147644054943,1.1871307728066471,-0.33881120430850026,-0.040170739448168034,-0.24490560011704238,-0.32144591914242854,0.10520712488673714,91_754096,0.0
754176,91,0,-0.1518957192395451,0.2826644554231731,0.29001568222850427,0.2833244056252303,0.27323843821679916,-0.11267610243235526,-0.05273439785275429,-0.2893660794980459,-0.04232104138701042,-0.30529287063596916,-0.3520252838736534,0.21306505133479328,91_754176,0.0
754236,91,0,-0.1569926889952575,0.3076597687902187,0.369370680206597,0.39185805494467624,0.40333966723680403,-0.6941603135513307,-0.6908395573027128,-0.3005252572712371,-0.04025669353585954,-0.41135991025803825,-0.6115044156881633,-0.3940011573150878,91_754236,0.0
754286,91,0,-0.15664613740576394,0.19053250971613925,0.24923755913435416,0.2712953502091844,0.2845866644769156,-0.6478992333112512,-0.6449951089538809,-0.2698449033926733,-0.0400578687373799,-0.5533305562774634,-0.6072130109336594,-0.2171152540574149,91_754286,0.0
754440,91,0,-0.1559905224650291,0.5223188519602048,0.40646171254864516,0.36779994411258243,0.34998686889540515,1.1691657285237746,1.084290523807916,-0.3615873223633173,-0.038100051912782464,-0.5010756688943234,-0.45773795252430216,-0.21259377086027834,91_754440,0.0
754836,91,0,-0.1567989520629496,0.35692670048250014,0.40337996505435164,0.4198351340571116,0.4284025745221798,-0.5378095740057451,-0.5376117164250852,-0.3133274698723407,-0.03931442586253449,-0.555536681489831,-0.5162806643655202,-0.07833768998853664,91_754836,0.0
755540,91,0,-0.15151997833181152,0.41387593338781514,0.3859901041936874,0.3692695572177108,0.3574627146307421,0.2462864568988952,0.26858975363725707,-0.3243500002058569,-0.042936864323006765,-0.27843005187360986,-0.5679159538310025,-0.19331124352865192,91_755540,0.0
755852,91,0,-0.15246462473913902,0.7272358864904731,0.582616600570748,0.5238510838311632,0.48702611302230475,1.4502457097293218,1.4204831450326838,-0.3594745055697892,-0.03722385077825706,-0.39708498241330625,-0.4030997445953707,-0.1292157938431838,91_755852,0.0
756075,91,0,-0.1536356314358228,0.19442932917202477,0.2710299164154391,0.2975306656414664,0.30975713788797943,-0.8387993872133519,-0.815156484807203,-0.25967303181218193,-0.043205864965205766,-0.3005345613543918,-0.5373898323349449,-0.15031604876315394,91_756075,0.0
756820,91,0,-0.15345906468786416,0.2630133515956306,0.3242450918972794,0.34521144638561707,0.3552576090541313,-0.6836198142561228,-0.6681238396523907,-0.3130049462693012,-0.03593110940984704,-0.5631932336974601,-0.6395884474645361,0.18637459900745398,91_756820,0.0
757075,91,0,-0.15384167366933743,0.22376681278991528,0.25914317608030224,0.2692270058390034,0.2718938616456966,-0.40371099963893214,-0.38273182335470707,-0.2776523007617739,-0.041516401634869735,-0.30909951806123104,-0.4594630333437305,-0.03715108850189331,91_757075,0.0
757200,91,0,-0.15810131068202088,0.3081607884345458,0.3379478620058417,0.34994686639102973,0.3593451218302869,-0.3545220029279613,-0.3691023927645137,-0.3133053250840539,-0.04026539539455054,-0.5567911448458833,-0.6646553625814148,-0.3159850199681327,91_757200,0.0
757891,91,0,-0.15476199564544443,0.2652957744197934,0.32820733867565904,0.3527228022562707,0.3658528724344294,-0.7017728963756477,-0.7081861053265952,-0.2985648500362199,-0.038446892793074096,-0.5832213900371901,-0.6624936872336127,0.15446845596180223,91_757891,0.0
759075,91,0,-0.15538012234792692,0.2254925471203793,0.25655670943330494,0.26895485526398033,0.2769494695530466,-0.3580355026930306,-0.36786335361995076,-0.3011920262282091,-0.04187760480620477,-0.39699846769909575,-0.5714442055481047,-0.229775407009397,91_759075,0.0
759574,91,0,-0.15486101038585362,0.1839635854905012,0.26112429946949106,0.2872433739055719,0.3001837527017197,-0.8434840535667776,-0.8147434717590154,-0.2551869789500634,-0.042292222182770865,-0.3821179368548903,-0.5564438114269027,-0.23049701745904116,91_759574,0.0
760282,91,0,-0.1551743662836668,0.3317087117179758,0.40750730544849667,0.42936040418293964,0.4375994782685294,-0.8469975533318469,-0.7969839106869455,-0.29528989438911923,-0.03751971397375112,-0.5901858245311351,-0.6044905068420926,0.24849703784326288,91_760282,0.0
760515,91,0,-0.15516234715365304,0.3487990484745071,0.395290377881827,0.4067719064559742,0.40866419045837604,-0.537223990711567,-0.49878848989544367,-0.3066293486464881,-0.041818972865121706,-0.39379742327330736,-0.508610088952383,-0.1834553235898432,91_760515,0.0
760893,91,0,-0.15657345028329545,0.33566120002323296,0.40789252388528263,0.4315920388981344,0.4432466998671656,-0.8095202225044407,-0.7845935192413152,-0.3156257185869576,-0.03830842341060272,-0.5507783722082538,-0.521871204058112,0.012055436716236495,91_760893,0.0
761406,91,0,-0.15485929336644944,0.29107045167801454,0.3614461866498398,0.38369353769396536,0.39306710223357194,-0.7843401408547771,-0.7519654884344887,-0.2863811112133244,-0.03836234114086095,-0.5764299849716661,-0.5985982554835512,0.13797189302437066,91_761406,0.0
761537,91,0,-0.1549445719593792,0.4081420419027243,0.4324914726343854,0.44133502948398284,0.44566693769515253,-0.3088465059820601,-0.3207798661265557,-0.3180548390615428,-0.041108698434180066,-0.3200868867659641,-0.6988907627941442,-0.38058285667550495,91_761537,0.0
762824,91,0,-0.1480510283922518,0.08025251911454627,0.07418329521735588,0.0664203973313542,0.060956689170930216,0.05480071970261625,0.0914071559647446,-0.28770775542016386,-0.04211351810920237,-0.20856942014863367,-0.44014283807593513,-0.0518025209225135,91_762824,0.0
762917,91,0,-0.15857635249747964,0.32586348253414554,0.386210229014708,0.4089491110561644,0.4228629190492316,-0.681863064373588,-0.685470387676273,-0.29411407361562486,-0.042466114043999165,-0.479230703556173,-0.57352424126865,-0.42795338568631275,91_762917,0.0
763338,91,0,-0.1560188532716285,0.4684870746195977,0.4779472481752358,0.47622473320201913,0.47239711992869504,-0.15776601608407864,-0.13781508577941567,-0.3231304523152812,-0.041109796727024556,-0.4737370192038064,-0.5689417734952305,-0.05892728232406175,91_763338,0.0
