iter	MultiClass
295	0.2256092004
296	0.2248277068
297	0.2242640416
298	0.2232046952
299	0.2227901105
300	0.2223455484
301	0.2216144036
302	0.2205472117
303	0.2191714624
304	0.2182808258
305	0.2171388449
306	0.216001478
307	0.215028343
308	0.2142954019
309	0.2133868138
310	0.21256591
311	0.2122463898
312	0.212049078
313	0.2114445784
314	0.2107412756
315	0.2101042844
316	0.2096919268
317	0.208919701
318	0.2084085701
319	0.2077962924
320	0.2071189982
321	0.2061325386
322	0.2058736848
323	0.2049225234
324	0.2038859716
325	0.2032326162
326	0.2026151302
327	0.2018917643
328	0.201355134
329	0.2007844896
330	0.200349482
331	0.1996604497
332	0.1990019767
333	0.1984338623
334	0.1978656917
335	0.196870675
336	0.1958096176
337	0.1952756151
338	0.1949486985
339	0.1946912661
340	0.1935139622
341	0.1929144272
342	0.192120646
343	0.1914559622
344	0.1907875017
345	0.190506028
346	0.1901170786
347	0.1897829318
348	0.1890517656
349	0.1882674908
350	0.1880093742
351	0.1875221175
352	0.1872099797
353	0.1869146315
354	0.18618247
355	0.1858667916
356	0.1854351284
357	0.184695348
358	0.1838831714
359	0.1836173558
360	0.182889274
361	0.1823292283
362	0.1821455233
363	0.1817652195
364	0.1815432756
365	0.1807643185
366	0.1804868398
367	0.1798993438
368	0.1789064307
369	0.1786145881
370	0.1784486866
371	0.1774485911
372	0.177199097
373	0.1763037771
374	0.1758508411
375	0.1751933144
376	0.1746490122
377	0.1743199078
378	0.173540515
379	0.1733370265
380	0.172987477
381	0.1722622094
382	0.1715672187
383	0.1709194738
384	0.1703269765
385	0.1698556644
386	0.1693397631
387	0.1686980436
388	0.168520556
389	0.1683080074
390	0.167795996
391	0.167192787
392	0.1665583486
393	0.166159275
394	0.1652694631
395	0.164558401
396	0.1639462854
397	0.1633734464
398	0.1624338855
399	0.1615609546
400	0.1606103976
401	0.1598907276
402	0.1596633738
403	0.1593064218
404	0.1586208942
405	0.1582740573
406	0.1578509074
407	0.1574733577
408	0.1567278799
409	0.1562072927
410	0.1556303773
411	0.155256055
412	0.154605992
413	0.1541288677
414	0.1537866771
415	0.1534546514
416	0.1530427035
417	0.1527618881
418	0.1520625754
419	0.1518972359
420	0.1514716983
421	0.1511922371
422	0.1506471575
423	0.1504010384
424	0.1499411853
425	0.1494663836
426	0.149193539
427	0.1487503866
428	0.1480640511
429	0.1478882973
430	0.1476452235
431	0.1470291901
432	0.1464506926
433	0.1459241382
434	0.1455949835
435	0.1451036753
436	0.1448334391
437	0.1444605903
438	0.143657579
439	0.1433123644
440	0.1429228838
441	0.1426319171
442	0.1420628556
443	0.14170576
444	0.1414737382
445	0.1411593434
446	0.1408126689
447	0.1404969692
448	0.140214573
449	0.1398674723
450	0.1395549278
451	0.1392547504
452	0.138731415
453	0.1385609651
454	0.1382700089
455	0.1377614938
456	0.1375398701
457	0.1371663013
458	0.1369417773
459	0.1364054778
460	0.136159875
461	0.1360129105
462	0.135260543
463	0.1345517321
464	0.134062987
465	0.1338659449
466	0.1334446274
467	0.1330214416
468	0.1326534218
469	0.1322824278
470	0.1318187336
471	0.1316302643
472	0.1310006807
473	0.1307303215
474	0.1304910865
475	0.1300050398
476	0.1294619371
477	0.1291931247
478	0.1289666089
479	0.1284966192
480	0.1282698381
481	0.1276749014
482	0.1273711927
483	0.1269726231
484	0.1267212048
485	0.1263468657
486	0.1261458869
487	0.1256992745
488	0.1251848854
489	0.1248332747
490	0.124437278
491	0.1240524993
492	0.1236696852
493	0.1233045538
494	0.123154214
495	0.1230058986
496	0.122624967
497	0.1221260024
498	0.1218136651
499	0.1214354784
500	0.1211702757
501	0.1208236746
502	0.1204983278
503	0.1202097202
504	0.1199420035
505	0.1198005
506	0.1195851589
507	0.1190567532
508	0.1188914703
509	0.1187056609
510	0.1183380593
511	0.1180979052
512	0.1177504915
513	0.1172847034
514	0.1170800003
515	0.1168363259
516	0.1166836251
517	0.1162722589
518	0.1160360916
519	0.1157391484
520	0.1155565401
521	0.1153866647
522	0.1149438257
523	0.1145279872
524	0.1142855855
525	0.1138005683
526	0.1135061728
527	0.1133968105
528	0.1130829156
529	0.1128561084
530	0.1126054953
531	0.1124627008
532	0.1120972726
533	0.111698268
534	0.1112649074
535	0.1110111741
536	0.1108872229
537	0.1107114047
538	0.1101509779
539	0.1097239361
540	0.1094768359
541	0.109112755
542	0.1088278925
543	0.1085887739
544	0.108247096
545	0.1078559914
546	0.1076792314
547	0.1073956901
548	0.1070793993
549	0.1069652297
550	0.1065471436
551	0.1061246139
552	0.1056572744
553	0.1053467745
554	0.1049540247
555	0.1047601741
556	0.1044248732
557	0.1038941949
558	0.1037367565
559	0.1034417746
560	0.1032954014
561	0.1031642458
562	0.1028051318
563	0.1025883114
564	0.1022657048
565	0.1018905705
566	0.1017278285
567	0.1012520713
568	0.1011413391
569	0.1009211575
570	0.1007061418
571	0.1004384684
572	0.1002007216
573	0.09979077886
574	0.09965178288
575	0.09941962379
576	0.09928991989
577	0.09892568093
578	0.0987217857
579	0.09844628391
580	0.09816586838
581	0.09802877932
582	0.09782678066
583	0.09759190646
584	0.09751916146
585	0.09740283245
586	0.09713989089
587	0.09676594805
588	0.09659454129
589	0.09630833917
590	0.09604852527
591	0.09592927289
592	0.09572483571
593	0.09515992381
594	0.0949382624
595	0.0947820499
596	0.09464417702
597	0.09449166729
598	0.09418819059
599	0.09401818016
600	0.09386675845
601	0.0934452429
602	0.09317941597
603	0.09297490373
604	0.09266016943
605	0.09257171353
606	0.09228716406
607	0.09200678433
608	0.09177032665
609	0.09135022727
610	0.09106116213
611	0.09081454651
612	0.09057907065
613	0.09039338487
614	0.09026659947
615	0.08998183943
616	0.08967424362
617	0.08947349908
618	0.0891344237
619	0.08880458321
620	0.08861007191
621	0.08834121574
622	0.08802883691
623	0.08781969395
624	0.08767398615
625	0.08745017804
626	0.08725816184
627	0.08706155075
628	0.08688324412
629	0.08665166428
630	0.08635169732
631	0.08610508224
